User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1011127,Rahul,P00134167,M,26-35,34,0,P/H,Southern,IT Sector,Electronics & Gadgets,1,5906,,
1011128,Saurabh,P00134168,F,26-35,26,0,Imo,Eastern,Govt,Beauty,4,5905,,
1011129,Hazard,P00134169,F,18-25,21,0,Kaduna,Northern,IT Sector,Decor,1,5905,,
1011130,Debra,P00134170,F,26-35,28,1,Zamfara,Northern,Agriculture,Electronics & Gadgets,1,5905,,
1011131,Cacioppo,P00134171,F,55+,67,0,Imo,Eastern,Healthcare,Beauty,1,5903,,
1011132,Hawkins,P00134172,F,36-45,43,1,Anambra ,Eastern,Construction,Electronics & Gadgets,4,5902,,
1011133,O'Rourke,P00134173,F,55+,86,1,Kaduna,Northern,Textile,Electronics & Gadgets,2,5902,,
1011134,Bixby,P00134174,F,46-50,47,0,Imo,Eastern,Retail,Beauty,1,5901,,
1011135,Blanton,P00134175,F,51-55,54,1,Kastina,Northern,IT Sector,Electronics & Gadgets,2,5901,,
1011136,Omkar,P00134176,M,26-35,34,1,Lagos,Western,IT Sector,Electronics & Gadgets,2,5900,,
1011137,Guthrie,P00134177,M,46-50,47,0,Anambra ,Eastern,Banking,Electronics & Gadgets,4,5899,,
1011138,Ducich,P00134178,F,18-25,20,1,Anambra ,Eastern,Aviation,Beauty,4,5898,,
1011139,Aryan,P00134179,F,36-45,36,0,Ogun,Western,Aviation,Electronics & Gadgets,1,5898,,
1011140,Aryan,P00134180,F,36-45,36,0,Kaduna,Northern,Aviation,Electronics & Gadgets,2,5898,,
1011141,Staebel,P00134181,F,36-45,40,0,Anambra ,Eastern,Hospitality,Electronics & Gadgets,2,5896,,
1011142,Folk,P00134182,F,26-35,30,0,Abuja,Central,Lawyer,Electronics & Gadgets,4,5896,,
1011143,Shifley,P00134183,F,36-45,41,0,Imo,Eastern,Govt,Electronics & Gadgets,2,5896,,
1011144,Olsen,P00134184,F,26-35,34,1,Kastina,Northern,Aviation,Electronics & Gadgets,3,5896,,
1011145,Olsen,P00134185,F,26-35,34,1,Kastina,Northern,Aviation,Electronics & Gadgets,4,5896,,
1011146,Stobb,P00134186,F,18-25,25,0,Kogi,Central,Healthcare,Electronics & Gadgets,2,5895,,
1011147,Hallsten,P00134187,M,26-35,35,1,Kaduna,Northern,Aviation,Electronics & Gadgets,1,5895,,
1011148,Troy,P00134188,F,26-35,28,0,Imo,Eastern,IT Sector,Beauty,3,5892,,
1011149,Hemangi,P00134189,F,26-35,33,1,cross river,Southern,Aviation,Electronics & Gadgets,1,5892,,
1011150,Bhutekar,P00134190,F,18-25,21,1,Ogun,Western,Retail,Electronics & Gadgets,2,5891,,
1011151,Steven,P00134191,F,0-17,14,0,Imo,Eastern,Construction,Beauty,4,5891,,
1011152,Bhutekar,P00134192,F,18-25,21,1,Kaduna,Northern,Retail,Electronics & Gadgets,2,5891,,
1011153,Stuti,P00134193,F,18-25,24,1,Jos,Central,Aviation,Electronics & Gadgets,4,5890,,
1011154,Granlund,P00134194,F,18-25,22,0,Kaduna,Northern,Govt,Decor,4,5890,,
1011155,Snel,P00134195,M,26-35,33,0,Abuja,Central,Healthcare,Electronics & Gadgets,4,5889,,
1011156,Chandni,P00134196,F,26-35,26,0,Imo,Eastern,Govt,Beauty,4,5888,,
1011157,Abhijeet,P00134197,F,18-25,23,1,Kastina,Northern,Banking,Electronics & Gadgets,4,5888,,
1011158,Monton,P00134198,F,26-35,32,1,Kaduna,Northern,IT Sector,Electronics & Gadgets,3,5887,,
1011159,Shillingsburg,P00134199,F,51-55,52,0,Enugu,Eastern,Automobile,Electronics & Gadgets,1,5886,,
1011160,Southworth,P00134200,F,26-35,33,0,cross river,Southern,Healthcare,Electronics & Gadgets,2,5884,,
1011161,Bertelson,P00134201,F,26-35,29,1,Jos,Central,Aviation,Electronics & Gadgets,4,5883,,
1011162,Anthony,P00134202,F,36-45,43,0,Anambra ,Eastern,Aviation,Electronics & Gadgets,1,5882,,
1011163,Dunbar,P00134203,F,26-35,35,1,Kano,Northern,IT Sector,Electronics & Gadgets,4,5880,,
1011164,Rittenbach,P00134204,F,55+,68,0,Jos,Central,Banking,Electronics & Gadgets,1,5878,,
1011165,Grady,P00134205,M,51-55,53,1,Anambra ,Eastern,Media,Electronics & Gadgets,1,5877,,
1011166,Jitesh,P00134206,F,55+,83,1,Anambra ,Eastern,Banking,Electronics & Gadgets,1,5877,,
1011167,Pryor,P00134207,F,26-35,27,0,cross river,Southern,IT Sector,Electronics & Gadgets,4,5877,,
1011168,Sheri,P00134208,F,18-25,25,1,Ogun,Western,Healthcare,Electronics & Gadgets,2,5876,,
1011169,Badders,P00134209,M,18-25,19,0,Jos,Central,Aviation,Electronics & Gadgets,2,5876,,
1011170,Gastineau,P00134210,F,18-25,22,0,Kogi,Central,IT Sector,Electronics & Gadgets,4,5876,,
1011171,Bhavna,P00134211,M,26-35,33,1,Kaduna,Northern,Media,Electronics & Gadgets,2,5876,,
1011172,Devendra,P00134212,F,26-35,31,0,Anambra ,Eastern,IT Sector,Electronics & Gadgets,3,5875,,
1011173,Madan Mohan,P00134213,F,18-25,23,1,Kano,Northern,Food Processing,Electronics & Gadgets,3,5875,,
1011174,Butterfield,P00134214,F,36-45,42,1,Imo,Eastern,Healthcare,Electronics & Gadgets,3,5875,,
1011175,D'Ascenzo,P00134215,M,46-50,47,0,Imo,Eastern,Aviation,Electronics & Gadgets,1,5875,,
1011176,Michelle,P00134216,F,36-45,39,0,Kaduna,Northern,Construction,Electronics & Gadgets,2,5875,,
1011177,Knudson,P00134217,M,18-25,19,0,Kastina,Northern,Hospitality,Electronics & Gadgets,2,5873,,
1011178,Raymond,P00134218,F,26-35,30,0,Ogun,Western,Retail,Electronics & Gadgets,4,5872,,
1011179,liebe,P00134219,F,18-25,20,1,Kano,Northern,Automobile,Electronics & Gadgets,3,5871,,
1011180,Jacobs,P00134220,M,26-35,31,0,Ibadan,Western,Chemical,Electronics & Gadgets,1,5871,,
1011181,Staebel,P00134221,F,26-35,31,1,Ibadan,Western,IT Sector,Electronics & Gadgets,1,5871,,
1011182,Boyes,P00134222,M,26-35,30,1,Enugu,Eastern,Govt,Electronics & Gadgets,2,5871,,
1011183,Sandra,P00134223,F,18-25,18,1,Zamfara,Northern,Lawyer,Electronics & Gadgets,3,5871,,
1011184,Williams,P00134224,M,26-35,35,1,Imo,Eastern,Textile,Electronics & Gadgets,3,5870,,
1011185,Hitika,P00134225,F,26-35,30,1,Kaduna,Northern,Aviation,Electronics & Gadgets,3,5869,,
1011186,Justin,P00134226,F,26-35,35,1,Imo,Eastern,Healthcare,Electronics & Gadgets,1,5868,,
1011187,Ashmeet,P00134227,F,0-17,13,1,P/H,Southern,IT Sector,Electronics & Gadgets,3,5865,,
1011188,Manisha,P00134228,M,26-35,28,0,Imo,Eastern,Hospitality,Electronics & Gadgets,2,5865,,
1011189,Sandeep,P00134229,F,51-55,55,1,cross river,Southern,Aviation,Electronics & Gadgets,4,5864,,
1011190,Christensen,P00134230,F,26-35,26,1,Anambra ,Eastern,Govt,Electronics & Gadgets,2,5863,,
1011191,Soodesh,P00134231,F,26-35,32,1,Kastina,Northern,Food Processing,Electronics & Gadgets,1,5863,,
1011192,Beth,P00134232,F,46-50,47,0,Kaduna,Northern,IT Sector,Electronics & Gadgets,2,5863,,
1011193,Reiten,P00134233,M,26-35,33,0,Ogun,Western,Retail,Electronics & Gadgets,2,5862,,
1011194,Jeremy,P00134234,F,18-25,23,0,Enugu,Eastern,Lawyer,Electronics & Gadgets,2,5861,,
1011195,Neoma,P00134235,M,51-55,52,1,Enugu,Eastern,Banking,Electronics & Gadgets,4,5861,,
1011196,Grant,P00134236,F,26-35,30,0,Anambra ,Eastern,Govt,Electronics & Gadgets,1,5859,,
1011197,Mitchum,P00134237,F,26-35,26,0,Kano,Northern,Automobile,Electronics & Gadgets,1,5859,,
1011198,Davis,P00134238,M,36-45,37,0,Imo,Eastern,Construction,Electronics & Gadgets,2,5858,,
1011199,Rohan,P00134239,F,26-35,29,0,Kogi,Central,Aviation,Electronics & Gadgets,3,5858,,
1011200,Pradeep,P00134240,F,36-45,41,0,Lagos,Western,Textile,Electronics & Gadgets,3,5857,,
1011201,Madhulika,P00134241,M,26-35,35,0,Enugu,Eastern,Chemical,Electronics & Gadgets,2,5856,,
1011202,Noopur,P00134242,F,51-55,54,1,Kastina,Northern,Hospitality,Electronics & Gadgets,3,5855,,
1011203,Yash,P00134243,F,26-35,26,0,Anambra ,Eastern,Retail,Electronics & Gadgets,2,5854,,
1011204,Neha,P00134244,F,36-45,39,1,cross river,Southern,Textile,Electronics & Gadgets,1,5853,,
1011205,Triggs,P00134245,F,26-35,26,0,Zamfara,Northern,Retail,Electronics & Gadgets,4,5853,,
1011206,Magdelene,P00134246,M,26-35,30,1,Ibadan,Western,Govt,Electronics & Gadgets,2,5852,,
1011207,Apsingekar,P00134247,F,26-35,34,0,P/H,Southern,Aviation,Electronics & Gadgets,1,5850,,
1011208,Kasheen,P00134248,F,36-45,39,0,Kaduna,Northern,Aviation,Electronics & Gadgets,2,5850,,
1011209,Mitali,P00134249,F,26-35,30,0,P/H,Southern,IT Sector,Electronics & Gadgets,2,5849,,
1011210,Cousins,P00134250,F,26-35,32,1,Kaduna,Northern,Construction,Electronics & Gadgets,1,5849,,
1011211,Goldenen,P00134251,F,36-45,36,1,Kaduna,Northern,Banking,Decor,3,5849,,
1011212,Vishakha,P00134252,F,26-35,32,0,Ogun,Western,IT Sector,Electronics & Gadgets,1,5848,,
1011213,Lakshmi,P00134253,F,26-35,32,1,Ibadan,Western,IT Sector,Electronics & Gadgets,1,5848,,
1011214,Diwakar,P00134254,M,26-35,28,0,Kaduna,Northern,Aviation,Electronics & Gadgets,2,5848,,
1011215,Gerbode,P00134255,F,26-35,30,0,Anambra ,Eastern,Hospitality,Electronics & Gadgets,2,5847,,
1011216,Grayson,P00134256,F,26-35,31,1,Kastina,Northern,Govt,Electronics & Gadgets,4,5847,,
1011217,Jaydeep,P00134257,F,46-50,48,0,Anambra ,Eastern,Media,Electronics & Gadgets,1,5846,,
1011218,Nishant,P00134258,M,26-35,28,1,Lagos,Western,Lawyer,Electronics & Gadgets,2,5845,,
1011219,Akash,P00134259,F,26-35,33,0,Jos,Central,Hospitality,Electronics & Gadgets,4,5845,,
1011220,Akash,P00134260,F,26-35,30,0,Kastina,Northern,Aviation,Electronics & Gadgets,1,5845,,
1011221,Akash,P00134261,F,26-35,30,0,Kastina,Northern,Aviation,Electronics & Gadgets,3,5845,,
1011222,Indulekha,P00134262,F,36-45,41,1,Kastina,Northern,Retail,Electronics & Gadgets,4,5845,,
1011223,Akash,P00134263,F,26-35,33,0,Kogi,Central,Hospitality,Electronics & Gadgets,3,5845,,
1011224,Akash,P00134264,F,26-35,27,1,cross river,Southern,Construction,Electronics & Gadgets,4,5844,,
1011225,Hawley,P00134265,F,36-45,38,1,Kaduna,Northern,Chemical,Decor,2,5844,,
1011226,Brumfield,P00134266,F,36-45,40,1,Ibadan,Western,Healthcare,Electronics & Gadgets,1,5843,,
1011227,Beeghly,P00134267,F,18-25,18,1,cross river,Southern,Govt,Electronics & Gadgets,1,5843,,
1011228,Shiva,P00134268,F,26-35,29,0,cross river,Southern,Govt,Electronics & Gadgets,2,5843,,
1011229,Nikhil,P00134269,F,46-50,47,0,Ogun,Western,IT Sector,Electronics & Gadgets,2,5842,,
1011230,Nikhil,P00134270,F,46-50,47,0,Kaduna,Northern,IT Sector,Electronics & Gadgets,4,5842,,
1011231,Pratiksha,P00134271,F,36-45,36,0,Anambra ,Eastern,Banking,Electronics & Gadgets,4,5840,,
1011232,Barry,P00134272,M,26-35,30,1,Lagos,Western,Aviation,Electronics & Gadgets,2,5840,,
1011233,Reiten,P00134273,F,26-35,32,1,Ogun,Western,Healthcare,Electronics & Gadgets,1,5839,,
1011234,Catlett,P00134274,F,18-25,20,0,Jos,Central,Retail,Electronics & Gadgets,3,5835,,
1011235,Catlett,P00134275,F,18-25,20,0,Kastina,Northern,Retail,Decor,4,5835,,
1011236,Arthur,P00134276,M,36-45,39,0,Lagos,Western,Aviation,Electronics & Gadgets,1,5834,,
1011237,Praneet,P00134277,M,51-55,55,1,Lagos,Western,Retail,Electronics & Gadgets,3,5831,,
1011238,Eugene,P00134278,M,0-17,17,1,Kastina,Northern,Construction,Electronics & Gadgets,1,5830,,
1011239,Shaun,P00134279,F,26-35,28,0,Lagos,Western,Construction,Electronics & Gadgets,2,5829,,
1011240,Shaun,P00134280,F,26-35,28,0,Kogi,Central,Construction,Electronics & Gadgets,4,5829,,
1011241,Tran,P00134281,F,26-35,28,0,Abuja,Central,Chemical,Electronics & Gadgets,1,5828,,
1011242,Neoma,P00134282,F,26-35,32,1,Ogun,Western,Media,Electronics & Gadgets,4,5828,,
1011243,Gnade,P00134283,F,26-35,29,1,Kaduna,Northern,Aviation,Decor,2,5828,,
1011244,Berenike,P00134284,F,26-35,26,1,Kaduna,Northern,Automobile,Electronics & Gadgets,2,5826,,
1011245,Laura,P00134285,F,26-35,30,0,Zamfara,Northern,Banking,Electronics & Gadgets,3,5825,,
1011246,Irene,P00134286,M,46-50,47,0,P/H,Southern,Retail,Electronics & Gadgets,4,5823,,
1011247,Yoseph,P00134287,F,46-50,46,1,Jos,Central,Banking,Electronics & Gadgets,4,5823,,
1011248,Bobby,P00134288,F,51-55,55,1,Anambra ,Eastern,Hospitality,Electronics & Gadgets,2,5822,,
1011249,Girase,P00134289,F,26-35,28,0,Lagos,Western,Healthcare,Electronics & Gadgets,3,5822,,
1011250,Burns,P00134290,F,36-45,36,0,P/H,Southern,Healthcare,Electronics & Gadgets,1,5821,,
1011251,Burns,P00134291,F,36-45,36,0,P/H,Southern,Healthcare,Electronics & Gadgets,3,5821,,
1011252,Pryor,P00134292,F,26-35,31,1,Kastina,Northern,Govt,Electronics & Gadgets,1,5821,,
1011253,Seth,P00134293,F,36-45,37,0,cross river,Southern,Textile,Electronics & Gadgets,2,5821,,
1011254,Baird,P00134294,F,36-45,45,0,Ibadan,Western,Aviation,Electronics & Gadgets,2,5819,,
1011255,Corey,P00134295,F,26-35,33,1,Jos,Central,Chemical,Electronics & Gadgets,3,5819,,
1011256,Kirkland,P00134296,F,26-35,30,0,Enugu,Eastern,Healthcare,Sports Products,4,5757,,
1011257,Dickinson,P00134297,F,26-35,32,0,Anambra ,Eastern,Healthcare,Sports Products,4,5738,,
1011258,Christy,P00134298,M,26-35,35,0,Imo,Eastern,Lawyer,Sports Products,2,5717,,
1011259,Rosenberg,P00134299,F,26-35,29,0,Kano,Northern,Retail,Sports Products,1,5707,,
1011260,Breyer,P00134300,F,26-35,29,0,Anambra ,Eastern,Healthcare,Sports Products,4,5680,,
1011261,Kanak,P00134301,F,36-45,36,0,Enugu,Eastern,Healthcare,Sports Products,4,5665,,
1011262,Jaydeep,P00134302,F,46-50,49,0,Kaduna,Northern,Hospitality,Sports Products,4,5651,,
1011263,Grinstein,P00134303,F,26-35,30,0,Anambra ,Eastern,IT Sector,Sports Products,4,5619,,
1011264,Southworth,P00134304,M,26-35,32,1,Kogi,Central,Aviation,Books,1,5541,,
1011265,Kampe,P00134305,F,46-50,50,0,Kaduna,Northern,Banking,Sports Products,1,5530,,
1011266,Ishit,P00134306,F,26-35,35,0,Kano,Northern,Retail,Sports Products,3,5526,,
1011267,Andreada,P00134307,F,51-55,55,1,Kastina,Northern,Healthcare,Sports Products,3,5514,,
1011268,Ankur,P00134308,F,26-35,30,1,Kano,Northern,Automobile,Sports Products,1,5511,,
1011269,Schwartz,P00134309,F,36-45,36,0,Ogun,Western,Healthcare,Sports Products,3,5504,,
1011270,Overfelt,P00134310,F,18-25,19,0,Enugu,Eastern,Retail,Sports Products,2,5499,,
1011271,Hazel,P00134311,F,26-35,27,0,Anambra ,Eastern,IT Sector,Clothing & Apparel,1,5481,,
1011272,Reed,P00134312,F,46-50,48,0,Ogun,Western,Lawyer,Clothing & Apparel,2,5481,,
1011273,Coram,P00134313,F,18-25,23,0,Enugu,Eastern,IT Sector,Clothing & Apparel,1,5481,,
1011274,Stewart,P00134314,M,26-35,31,1,Enugu,Eastern,IT Sector,Clothing & Apparel,1,5481,,
1011275,O'Briant,P00134315,F,36-45,45,0,Enugu,Eastern,Aviation,Books,1,5481,,
1011276,Barcio,P00134316,M,46-50,49,1,Ogun,Western,Automobile,Clothing & Apparel,4,5480,,
1011277,Flanagan,P00134317,F,36-45,40,0,Enugu,Eastern,Healthcare,Books,2,5480,,
1011278,Heidel,P00134318,F,51-55,55,0,P/H,Southern,Hospitality,Clothing & Apparel,4,5479,,
1011279,Shivani,P00134319,M,26-35,27,0,Enugu,Eastern,Govt,Clothing & Apparel,3,5479,,
1011280,O'Carroll,P00134320,M,36-45,42,1,Zamfara,Northern,Lawyer,Clothing & Apparel,1,5479,,
1011281,Barnes,P00134321,F,51-55,54,0,Ogun,Western,Aviation,Clothing & Apparel,3,5478,,
1011282,Fein,P00134322,F,18-25,20,1,Anambra ,Eastern,IT Sector,Clothing & Apparel,1,5477,,
1011283,Candace,P00134323,F,18-25,25,0,Kaduna,Northern,IT Sector,Clothing & Apparel,1,5477,,
1011284,Duane,P00134324,M,26-35,35,1,Jos,Central,Hospitality,Clothing & Apparel,3,5476,,
1011285,Epp,P00134325,F,26-35,27,0,Kaduna,Northern,Media,Clothing & Apparel,4,5475,,
1011286,Clasen,P00134326,M,18-25,25,0,Lagos,Western,Govt,Clothing & Apparel,2,5474,,
1011287,Melton,P00134327,F,18-25,21,0,Ogun,Western,Textile,Clothing & Apparel,3,5474,,
1011288,Halladay,P00134328,M,26-35,27,1,Kogi,Central,Healthcare,Clothing & Apparel,4,5474,,
1011289,Akin,P00134329,F,46-50,50,1,Zamfara,Northern,Hospitality,Clothing & Apparel,2,5474,,
1011290,Barnett,P00134330,M,18-25,25,0,Kastina,Northern,IT Sector,Clothing & Apparel,2,5473,,
1011291,Dartt,P00134331,F,36-45,42,1,Ibadan,Western,IT Sector,Clothing & Apparel,1,5472,,
1011292,Halladay,P00134332,M,26-35,30,0,Lagos,Western,Aviation,Clothing & Apparel,4,5470,,
1011293,Anchal,P00134333,F,46-50,46,1,Anambra ,Eastern,Chemical,Clothing & Apparel,1,5469,,
1011294,Ankur,P00134334,F,26-35,27,1,Ogun,Western,Aviation,Clothing & Apparel,2,5469,,
1011295,Akash,P00134335,F,26-35,32,0,Anambra ,Eastern,Aviation,Clothing & Apparel,2,5468,,
1011296,Aryan,P00134336,M,26-35,32,1,Lagos,Western,Retail,Clothing & Apparel,1,5467,,
1011297,Williams,P00134337,M,26-35,27,1,Kaduna,Northern,Food Processing,Clothing & Apparel,1,5467,,
1011298,Gayman,P00134338,F,55+,73,0,Kastina,Northern,Govt,Clothing & Apparel,4,5466,,
1011299,Apoorv,P00134339,F,51-55,51,0,Kastina,Northern,Food Processing,Clothing & Apparel,3,5465,,
1011300,Christopher,P00134340,M,26-35,28,0,Kaduna,Northern,Aviation,Sports Products,4,5465,,
1011301,Aastha,P00134341,M,26-35,35,1,Lagos,Western,Aviation,Clothing & Apparel,1,5464,,
1011302,Indulekha,P00134342,F,36-45,40,1,Kastina,Northern,IT Sector,Clothing & Apparel,4,5464,,
1011303,Kendrick,P00134343,F,18-25,25,1,P/H,Southern,Govt,Clothing & Apparel,1,5463,,
1011304,Schild,P00134344,M,36-45,45,0,Ibadan,Western,Aviation,Clothing & Apparel,3,5463,,
1011305,Lampkin,P00134345,M,36-45,38,0,Kastina,Northern,IT Sector,Clothing & Apparel,1,5463,,
1011306,DeCherney,P00134346,F,26-35,29,1,Kaduna,Northern,Healthcare,Clothing & Apparel,3,5463,,
1011307,Roach,P00134347,F,46-50,46,0,Abuja,Central,Media,Clothing & Apparel,3,5462,,
1011308,Sung,P00134348,M,18-25,18,1,Imo,Eastern,Textile,Clothing & Apparel,3,5461,,
1011309,Nat,P00134349,F,55+,89,0,Abia ,Eastern,Textile,Clothing & Apparel,4,5461,,
1011310,Ralph,P00134350,F,26-35,32,0,Kaduna,Northern,Chemical,Clothing & Apparel,2,5461,,
1011311,Prescott,P00134351,F,18-25,18,0,Ogun,Western,Chemical,Clothing & Apparel,2,5460,,
1011312,Catini,P00134352,F,26-35,26,1,Kaduna,Northern,Media,Clothing & Apparel,1,5460,,
1011313,Sorensen,P00134353,F,18-25,22,0,Imo,Eastern,IT Sector,Clothing & Apparel,3,5459,,
1011314,Vivian,P00134354,M,26-35,26,0,Kogi,Central,Healthcare,Clothing & Apparel,3,5459,,
1011315,Noonan,P00134355,F,18-25,19,0,P/H,Southern,IT Sector,Clothing & Apparel,2,5458,,
1011316,Linda,P00134356,F,26-35,31,1,Kano,Northern,Food Processing,Clothing & Apparel,1,5457,,
1011317,Jordon,P00134357,F,18-25,20,1,Ibadan,Western,Chemical,Clothing & Apparel,2,5457,,
1011318,Duhita,P00134358,M,26-35,32,1,Imo,Eastern,IT Sector,Clothing & Apparel,2,5457,,
1011319,Shonely,P00134359,F,36-45,45,0,Ogun,Western,IT Sector,Clothing & Apparel,4,5456,,
1011320,Voltz,P00134360,F,46-50,49,0,Enugu,Eastern,IT Sector,Sports Products,3,5456,,
1011321,Connell,P00134361,F,51-55,51,0,Kaduna,Northern,Hospitality,Clothing & Apparel,3,5456,,
1011322,Champaklata,P00134362,F,36-45,44,0,Abuja,Central,Construction,Clothing & Apparel,2,5455,,
1011323,Sue,P00134363,F,36-45,38,0,Enugu,Eastern,Aviation,Clothing & Apparel,3,5455,,
1011324,Cyma,P00134364,M,18-25,25,0,Kano,Northern,Media,Clothing & Apparel,3,5453,,
1011325,Ruben,P00134365,F,36-45,38,1,Jos,Central,IT Sector,Clothing & Apparel,4,5453,,
1011326,Aditi,P00134366,M,36-45,41,1,Kaduna,Northern,Food Processing,Clothing & Apparel,1,5452,,
1011327,McCarthy,P00134367,M,51-55,54,1,Abuja,Central,Healthcare,Clothing & Apparel,4,5451,,
1011328,Ward,P00134368,F,18-25,25,0,Jos,Central,Media,Clothing & Apparel,3,5451,,
1011329,Aman,P00134369,M,26-35,32,1,Lagos,Western,Chemical,Clothing & Apparel,1,5450,,
1011330,Jonathan,P00134370,F,26-35,30,0,P/H,Southern,Hospitality,Clothing & Apparel,4,5450,,
1011331,Hightower,P00134371,F,26-35,34,0,P/H,Southern,IT Sector,Clothing & Apparel,2,5450,,
1011332,Katrina,P00134372,M,26-35,30,1,Kastina,Northern,Chemical,Clothing & Apparel,4,5450,,
1011333,Chad,P00134373,F,36-45,39,1,Kaduna,Northern,Automobile,Clothing & Apparel,1,5450,,
1011334,Weien,P00134374,F,51-55,54,1,Jos,Central,Textile,Clothing & Apparel,4,5449,,
1011335,Apsingekar,P00134375,M,55+,79,0,Jos,Central,Construction,Clothing & Apparel,4,5449,,
1011336,Collins,P00134376,F,26-35,30,1,Kastina,Northern,Banking,Clothing & Apparel,2,5448,,
1011337,Kotsonis,P00134377,M,51-55,51,1,Ogun,Western,Agriculture,Clothing & Apparel,4,5446,,
1011338,Quincy,P00134378,F,46-50,48,0,Kaduna,Northern,Aviation,Clothing & Apparel,1,5446,,
1011339,Saloni,P00134379,F,51-55,54,0,Zamfara,Northern,Aviation,Clothing & Apparel,2,5446,,
1011340,Helen,P00134380,F,18-25,23,1,Jos,Central,Construction,Clothing & Apparel,4,5445,,
1011341,Norris,P00134381,F,26-35,26,0,Imo,Eastern,Banking,Clothing & Apparel,4,5445,,
1011342,Wallace,P00134382,F,0-17,15,0,Kaduna,Northern,Aviation,Sports Products,1,5445,,
1011343,Sunley,P00134383,F,26-35,29,0,Kaduna,Northern,Chemical,Clothing & Apparel,3,5445,,
1011344,Ted,P00134384,M,0-17,15,0,Enugu,Eastern,Media,Clothing & Apparel,1,5444,,
1011345,Holt,P00134385,F,18-25,21,1,Jos,Central,Automobile,Clothing & Apparel,3,5444,,
1011346,Atkinson,P00134386,M,46-50,46,0,Kaduna,Northern,Textile,Clothing & Apparel,3,5444,,
1011347,Schmidt,P00134387,M,18-25,22,0,Ogun,Western,Healthcare,Clothing & Apparel,2,5443,,
1011348,McGuire,P00134388,F,26-35,33,1,Ogun,Western,Agriculture,Clothing & Apparel,3,5443,,
1011349,Neil,P00134389,M,26-35,33,1,Enugu,Eastern,Aviation,Clothing & Apparel,2,5443,,
1011350,Shreyshi,P00134390,F,26-35,31,0,Kastina,Northern,Agriculture,Clothing & Apparel,1,5443,,
1011351,Kiran,P00134391,F,26-35,34,1,Kogi,Central,Textile,Clothing & Apparel,1,5443,,
1011352,Riya,P00134392,F,18-25,20,1,Ogun,Western,Govt,Clothing & Apparel,3,5442,,
1011353,Hooks,P00134393,M,55+,56,0,Enugu,Eastern,Construction,Clothing & Apparel,1,5442,,
1011354,Krohn,P00134394,F,36-45,45,0,Jos,Central,Hospitality,Clothing & Apparel,3,5442,,
1011355,Huthwaite,P00134395,F,36-45,43,1,Ibadan,Western,Banking,Clothing & Apparel,2,5441,,
1011356,Crebassa,P00134396,F,26-35,35,1,Jos,Central,Agriculture,Clothing & Apparel,2,5441,,
1011357,Pradeep,P00134397,F,36-45,45,0,Lagos,Western,Chemical,Clothing & Apparel,3,5440,,
1011358,Kunst,P00134398,F,36-45,37,0,Enugu,Eastern,Construction,Books,4,5440,,
1011359,Grayson,P00134399,F,46-50,47,0,Kastina,Northern,IT Sector,Clothing & Apparel,2,5440,,
1011360,Kennedy,P00134400,F,36-45,38,0,Abia ,Eastern,IT Sector,Clothing & Apparel,3,5440,,
1011361,Eaton,P00134401,M,26-35,30,0,Kaduna,Northern,Chemical,Clothing & Apparel,2,5439,,
1011362,Geetanjali,P00134402,F,26-35,28,1,Enugu,Eastern,Healthcare,Clothing & Apparel,4,5438,,
1011363,Guy,P00134403,M,26-35,31,0,Kaduna,Northern,Construction,Clothing & Apparel,1,5438,,
1011364,Guy,P00134404,M,26-35,31,0,Kaduna,Northern,Construction,Clothing & Apparel,4,5438,,
1011365,Christine,P00134405,F,55+,58,1,Kaduna,Northern,Healthcare,Clothing & Apparel,1,5438,,
1011366,Delfina,P00134406,M,26-35,27,1,Enugu,Eastern,Retail,Clothing & Apparel,2,5437,,
1011367,Shivangi,P00134407,F,55+,90,0,Anambra ,Eastern,IT Sector,Clothing & Apparel,1,5436,,
1011368,Lalita,P00134408,F,51-55,53,0,Ogun,Western,Food Processing,Clothing & Apparel,4,5436,,
1011369,Gainer,P00134409,F,18-25,25,0,Jos,Central,IT Sector,Clothing & Apparel,4,5436,,
1011370,Aleksandra,P00134410,F,18-25,24,0,Kaduna,Northern,Retail,Clothing & Apparel,2,5436,,
1011371,Goldenen,P00134411,M,36-45,45,1,Anambra ,Eastern,Food Processing,Clothing & Apparel,4,5435,,
1011372,Linda,P00134412,F,36-45,36,1,Abuja,Central,Lawyer,Clothing & Apparel,3,5435,,
1011373,Aditya,P00134413,M,26-35,27,0,Lagos,Western,Automobile,Clothing & Apparel,2,5435,,
1011374,Bensley,P00134414,M,46-50,47,1,P/H,Southern,Govt,Clothing & Apparel,4,5435,,
1011375,Denise,P00134415,F,55+,59,0,Ogun,Western,Banking,Clothing & Apparel,1,5435,,
1011376,Irene,P00134416,F,18-25,25,1,Kaduna,Northern,Banking,Clothing & Apparel,2,5435,,
1011377,Black,P00134417,M,36-45,45,0,Kaduna,Northern,Construction,Clothing & Apparel,2,5435,,
1011378,Alan,P00134418,F,18-25,23,0,P/H,Southern,Lawyer,Clothing & Apparel,3,5434,,
1011379,Ishit,P00134419,F,46-50,47,1,Imo,Eastern,IT Sector,Clothing & Apparel,4,5433,,
